job,marital,education,contact,duration,campaign,age,ConsumerPriceeIndex,ConsumerConfidenceIndex,y
blue-collar,married,unknown,cellular,298,1,56,93.918,-42.7,no
blue-collar,single,basic.4y,cellular,213,1,30,93.918,-42.7,no
services,single,university.degree,cellular,195,1,30,93.918,-42.7,no
management,married,university.degree,cellular,260,1,58,93.918,-42.7,no
services,married,high.school,cellular,474,1,30,93.918,-42.7,no
admin.,single,high.school,cellular,231,2,29,93.918,-42.7,no
admin.,single,high.school,cellular,936,4,31,93.918,-42.7,no
technician,single,professional.course,cellular,690,3,39,93.918,-42.7,no
admin.,single,basic.9y,cellular,381,1,40,93.918,-42.7,no
admin.,single,basic.9y,cellular,1089,1,40,93.918,-42.7,no
management,single,high.school,cellular,312,1,44,93.918,-42.7,no
management,single,university.degree,cellular,211,2,30,93.918,-42.7,no
technician,single,high.school,cellular,147,1,32,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,378,1,42,93.918,-42.7,no
technician,married,professional.course,cellular,60,2,32,93.918,-42.7,no
admin.,single,university.degree,cellular,366,3,33,93.918,-42.7,no
admin.,single,university.degree,cellular,71,9,26,93.918,-42.7,no
blue-collar,divorced,basic.9y,cellular,862,2,46,93.918,-42.7,no
entrepreneur,divorced,high.school,cellular,71,5,41,93.918,-42.7,no
services,divorced,high.school,cellular,172,1,31,93.918,-42.7,no
admin.,single,high.school,cellular,291,1,37,93.918,-42.7,no
services,single,high.school,cellular,91,1,26,93.918,-42.7,no
admin.,single,university.degree,telephone,1130,8,29,93.918,-42.7,yes
admin.,married,basic.9y,cellular,577,2,29,93.918,-42.7,yes
services,single,high.school,cellular,509,1,26,93.918,-42.7,no
services,single,high.school,cellular,256,1,26,93.918,-42.7,no
admin.,single,high.school,cellular,510,6,27,93.918,-42.7,no
services,married,high.school,cellular,1342,2,33,93.918,-42.7,yes
technician,married,high.school,cellular,363,1,29,93.918,-42.7,no
services,divorced,high.school,cellular,522,1,31,93.918,-42.7,no
admin.,married,high.school,cellular,168,1,55,93.918,-42.7,no
services,married,high.school,cellular,306,1,46,93.918,-42.7,no
entrepreneur,single,professional.course,cellular,354,1,25,93.918,-42.7,no
admin.,single,university.degree,cellular,106,3,30,93.918,-42.7,no
entrepreneur,married,basic.9y,cellular,262,4,50,93.918,-42.7,no
admin.,single,high.school,cellular,87,1,37,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,930,1,47,93.918,-42.7,no
services,married,high.school,telephone,342,9,30,93.918,-42.7,no
admin.,divorced,university.degree,cellular,564,5,48,93.918,-42.7,no
admin.,married,high.school,cellular,157,3,37,93.918,-42.7,no
services,married,high.school,cellular,181,2,46,93.918,-42.7,no
admin.,divorced,university.degree,cellular,418,5,58,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,199,3,31,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,251,2,42,93.918,-42.7,no
technician,single,professional.course,cellular,1002,3,28,93.918,-42.7,yes
management,married,university.degree,cellular,833,5,30,93.918,-42.7,no
technician,single,professional.course,cellular,452,4,39,93.918,-42.7,no
services,divorced,high.school,cellular,274,3,35,93.918,-42.7,no
unemployed,married,basic.9y,cellular,241,3,46,93.918,-42.7,no
admin.,married,university.degree,cellular,564,2,57,93.918,-42.7,no
admin.,married,high.school,telephone,132,10,43,93.918,-42.7,no
admin.,married,high.school,cellular,250,2,43,93.918,-42.7,no
blue-collar,single,unknown,cellular,47,2,22,93.918,-42.7,no
services,divorced,high.school,cellular,313,2,48,93.918,-42.7,no
student,single,university.degree,telephone,138,12,22,93.918,-42.7,no
management,married,university.degree,cellular,338,3,46,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,227,4,43,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,985,11,30,93.918,-42.7,yes
admin.,married,unknown,cellular,236,3,35,93.918,-42.7,no
admin.,married,high.school,cellular,67,2,32,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,162,2,44,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,121,4,33,93.918,-42.7,no
admin.,married,university.degree,cellular,929,15,39,93.918,-42.7,no
blue-collar,married,unknown,cellular,91,4,33,93.918,-42.7,no
blue-collar,single,basic.4y,cellular,59,4,35,93.918,-42.7,no
admin.,married,high.school,cellular,126,3,29,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,769,3,57,93.918,-42.7,no
admin.,married,university.degree,cellular,1360,3,41,93.918,-42.7,yes
blue-collar,single,basic.9y,cellular,90,5,30,93.918,-42.7,no
admin.,married,university.degree,cellular,91,3,49,93.918,-42.7,no
technician,divorced,professional.course,cellular,1134,5,37,93.918,-42.7,yes
blue-collar,married,basic.6y,cellular,173,2,30,93.918,-42.7,no
management,married,university.degree,cellular,86,4,49,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,130,4,32,93.918,-42.7,no
admin.,single,basic.9y,cellular,83,2,25,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,75,3,43,93.918,-42.7,no
housemaid,married,unknown,cellular,208,2,38,93.918,-42.7,no
blue-collar,single,basic.6y,cellular,276,2,36,93.918,-42.7,no
admin.,single,unknown,cellular,106,3,26,93.918,-42.7,no
blue-collar,married,unknown,cellular,251,3,29,93.918,-42.7,no
admin.,divorced,high.school,cellular,482,2,33,93.918,-42.7,no
blue-collar,single,basic.9y,telephone,21,31,27,93.918,-42.7,no
technician,married,professional.course,cellular,240,2,55,93.918,-42.7,no
management,married,university.degree,cellular,908,3,39,93.918,-42.7,yes
entrepreneur,single,university.degree,cellular,88,5,35,93.918,-42.7,no
admin.,single,university.degree,cellular,150,4,27,93.918,-42.7,no
housemaid,married,basic.4y,cellular,31,20,46,93.918,-42.7,no
services,married,high.school,cellular,185,7,36,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,167,2,37,93.918,-42.7,no
technician,married,basic.9y,telephone,105,2,28,93.918,-42.7,no
admin.,single,university.degree,telephone,86,9,27,93.918,-42.7,no
admin.,single,high.school,cellular,34,3,23,93.918,-42.7,no
admin.,married,university.degree,cellular,105,10,36,93.918,-42.7,no
services,married,basic.4y,cellular,322,3,32,93.918,-42.7,no
housemaid,single,basic.9y,cellular,898,5,25,93.918,-42.7,no
admin.,married,high.school,cellular,549,2,32,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,193,5,32,93.918,-42.7,no
admin.,single,high.school,telephone,177,3,30,93.918,-42.7,no
technician,single,professional.course,cellular,357,3,27,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,419,2,32,93.918,-42.7,no
technician,married,professional.course,cellular,78,4,55,93.918,-42.7,no
admin.,single,high.school,cellular,595,2,24,93.918,-42.7,no
admin.,married,high.school,cellular,24,28,43,93.918,-42.7,no
blue-collar,married,high.school,cellular,147,5,36,93.918,-42.7,no
management,single,university.degree,telephone,100,11,30,93.918,-42.7,no
admin.,married,university.degree,cellular,145,2,33,93.918,-42.7,no
admin.,single,high.school,telephone,184,21,25,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,111,2,33,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,189,3,29,93.918,-42.7,no
retired,single,basic.4y,cellular,314,7,29,93.918,-42.7,no
services,single,high.school,cellular,322,2,25,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,54,3,48,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,445,4,36,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,98,3,45,93.918,-42.7,no
admin.,married,university.degree,cellular,97,3,49,93.918,-42.7,no
admin.,single,high.school,telephone,722,3,24,93.918,-42.7,no
services,married,high.school,telephone,68,4,45,93.918,-42.7,no
technician,married,basic.6y,cellular,166,2,51,93.918,-42.7,no
blue-collar,single,high.school,cellular,78,2,31,93.918,-42.7,no
admin.,divorced,high.school,cellular,126,3,41,93.918,-42.7,no
retired,married,professional.course,telephone,44,8,58,93.918,-42.7,no
management,married,unknown,cellular,70,9,37,93.918,-42.7,no
services,married,high.school,telephone,80,2,45,93.918,-42.7,no
retired,divorced,basic.4y,cellular,159,3,53,93.918,-42.7,no
admin.,single,high.school,cellular,72,14,28,93.918,-42.7,no
admin.,single,university.degree,cellular,125,4,42,93.918,-42.7,no
admin.,single,high.school,cellular,712,6,37,93.918,-42.7,yes
blue-collar,divorced,basic.4y,cellular,85,3,38,93.918,-42.7,no
blue-collar,married,professional.course,cellular,156,20,44,93.918,-42.7,no
blue-collar,married,professional.course,cellular,181,11,44,93.918,-42.7,no
unemployed,married,high.school,cellular,383,3,30,93.918,-42.7,no
technician,single,high.school,cellular,93,2,48,93.918,-42.7,no
services,single,high.school,cellular,40,5,30,93.918,-42.7,no
retired,divorced,university.degree,cellular,152,2,54,93.918,-42.7,no
housemaid,divorced,basic.6y,cellular,87,3,57,93.918,-42.7,no
admin.,married,university.degree,cellular,46,3,37,93.918,-42.7,no
admin.,single,high.school,cellular,17,7,31,93.918,-42.7,no
blue-collar,single,basic.6y,telephone,68,3,27,93.918,-42.7,no
technician,married,professional.course,cellular,261,3,28,93.918,-42.7,no
services,single,high.school,cellular,204,3,38,93.918,-42.7,no
admin.,single,high.school,cellular,102,7,30,93.918,-42.7,no
admin.,divorced,high.school,cellular,637,2,35,93.918,-42.7,no
blue-collar,married,professional.course,cellular,95,1,31,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,238,2,39,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,420,3,31,93.918,-42.7,no
housemaid,married,basic.4y,cellular,121,2,59,93.918,-42.7,no
admin.,married,university.degree,cellular,75,3,37,93.918,-42.7,no
technician,single,professional.course,cellular,312,1,33,93.918,-42.7,no
blue-collar,single,high.school,cellular,29,2,27,93.918,-42.7,no
entrepreneur,married,university.degree,cellular,41,1,56,93.918,-42.7,no
admin.,single,high.school,cellular,1352,2,30,93.918,-42.7,yes
technician,married,professional.course,cellular,82,1,29,93.918,-42.7,no
self-employed,single,unknown,cellular,438,3,38,93.918,-42.7,no
retired,married,basic.4y,cellular,153,5,59,93.918,-42.7,no
blue-collar,single,basic.6y,cellular,139,3,22,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,376,1,33,93.918,-42.7,no
admin.,married,high.school,cellular,135,1,37,93.918,-42.7,no
services,divorced,high.school,cellular,77,5,41,93.918,-42.7,no
blue-collar,married,professional.course,cellular,211,8,24,93.918,-42.7,no
management,married,university.degree,cellular,314,4,40,93.918,-42.7,no
services,married,high.school,cellular,278,5,33,93.918,-42.7,no
admin.,single,university.degree,cellular,263,5,33,93.918,-42.7,no
services,single,high.school,cellular,344,3,21,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,1077,1,33,93.918,-42.7,yes
blue-collar,married,basic.4y,cellular,152,1,46,93.918,-42.7,no
admin.,single,university.degree,cellular,72,1,31,93.918,-42.7,no
admin.,single,university.degree,cellular,137,1,31,93.918,-42.7,no
admin.,single,university.degree,cellular,214,1,31,93.918,-42.7,no
retired,married,basic.4y,cellular,70,1,58,93.918,-42.7,no
blue-collar,divorced,basic.4y,cellular,178,1,35,93.918,-42.7,no
blue-collar,divorced,basic.4y,cellular,123,1,35,93.918,-42.7,no
admin.,single,high.school,cellular,90,1,36,93.918,-42.7,no
admin.,single,high.school,cellular,80,1,36,93.918,-42.7,no
retired,married,basic.4y,cellular,307,1,58,93.918,-42.7,no
admin.,single,high.school,cellular,259,1,36,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,132,1,33,93.918,-42.7,no
housemaid,divorced,basic.4y,cellular,161,1,46,93.918,-42.7,no
services,single,high.school,cellular,714,1,33,93.918,-42.7,yes
blue-collar,married,basic.4y,cellular,66,1,27,93.918,-42.7,no
housemaid,divorced,basic.4y,cellular,259,1,46,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,185,1,27,93.918,-42.7,no
technician,married,high.school,cellular,422,8,54,93.918,-42.7,no
admin.,single,university.degree,cellular,255,1,27,93.918,-42.7,no
housemaid,divorced,basic.4y,cellular,518,1,46,93.918,-42.7,no
services,single,high.school,cellular,168,3,27,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,255,1,23,93.918,-42.7,no
blue-collar,single,high.school,cellular,139,1,28,93.918,-42.7,no
blue-collar,married,unknown,cellular,527,1,35,93.918,-42.7,no
blue-collar,married,unknown,cellular,560,1,35,93.918,-42.7,yes
technician,married,professional.course,cellular,663,1,44,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,690,1,38,93.918,-42.7,yes
blue-collar,single,high.school,cellular,132,6,39,93.918,-42.7,no
admin.,single,basic.9y,cellular,81,2,27,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,702,2,33,93.918,-42.7,no
blue-collar,divorced,basic.9y,cellular,168,2,30,93.918,-42.7,no
blue-collar,married,professional.course,cellular,407,4,44,93.918,-42.7,no
admin.,single,high.school,cellular,254,1,30,93.918,-42.7,no
admin.,single,high.school,cellular,176,1,30,93.918,-42.7,no
services,married,high.school,cellular,89,1,45,93.918,-42.7,no
admin.,married,high.school,cellular,305,1,40,93.918,-42.7,no
admin.,single,high.school,cellular,107,1,22,93.918,-42.7,no
technician,single,unknown,cellular,121,3,32,93.918,-42.7,no
retired,married,basic.6y,cellular,268,1,60,93.918,-42.7,no
retired,married,basic.6y,cellular,196,1,59,93.918,-42.7,no
services,single,high.school,cellular,150,1,35,93.918,-42.7,no
retired,married,basic.6y,cellular,367,1,59,93.918,-42.7,no
technician,single,professional.course,cellular,152,1,33,93.918,-42.7,no
admin.,single,university.degree,cellular,490,1,40,93.918,-42.7,no
admin.,married,university.degree,cellular,125,3,37,93.918,-42.7,no
retired,married,basic.6y,cellular,807,1,59,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,1545,1,56,93.918,-42.7,yes
services,single,high.school,cellular,40,1,35,93.918,-42.7,no
services,single,high.school,cellular,65,1,35,93.918,-42.7,no
services,single,high.school,cellular,47,1,35,93.918,-42.7,no
services,single,high.school,cellular,118,1,35,93.918,-42.7,no
technician,married,professional.course,cellular,274,6,31,93.918,-42.7,no
services,single,high.school,cellular,108,1,37,93.918,-42.7,no
blue-collar,married,unknown,cellular,1017,1,56,93.918,-42.7,no
services,single,high.school,cellular,520,1,35,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,56,3,26,93.918,-42.7,no
blue-collar,married,unknown,cellular,89,1,46,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,199,1,26,93.918,-42.7,no
student,married,university.degree,cellular,114,1,24,93.918,-42.7,no
self-employed,single,unknown,cellular,843,8,38,93.918,-42.7,no
blue-collar,married,professional.course,cellular,273,4,24,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,189,1,30,93.918,-42.7,no
admin.,single,unknown,telephone,74,13,37,93.918,-42.7,no
blue-collar,divorced,basic.4y,cellular,485,1,57,93.918,-42.7,no
blue-collar,single,basic.4y,cellular,271,1,48,93.918,-42.7,no
blue-collar,single,basic.6y,cellular,115,1,24,93.918,-42.7,no
services,married,high.school,cellular,152,1,54,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,71,2,38,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,599,2,25,93.918,-42.7,no
admin.,married,unknown,cellular,247,1,55,93.918,-42.7,no
admin.,single,university.degree,cellular,204,1,30,93.918,-42.7,no
admin.,single,university.degree,telephone,215,1,30,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,88,1,41,93.918,-42.7,no
blue-collar,married,high.school,cellular,423,1,37,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,285,1,41,93.918,-42.7,no
admin.,married,university.degree,cellular,22,6,49,93.918,-42.7,no
management,single,university.degree,cellular,200,1,41,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,246,1,23,93.918,-42.7,no
admin.,married,university.degree,cellular,352,3,36,93.918,-42.7,no
admin.,single,high.school,cellular,68,2,30,93.918,-42.7,no
admin.,single,university.degree,cellular,292,1,27,93.918,-42.7,no
blue-collar,single,basic.6y,cellular,188,5,26,93.918,-42.7,no
blue-collar,married,unknown,cellular,506,1,35,93.918,-42.7,no
housemaid,married,basic.4y,cellular,136,2,38,93.918,-42.7,no
retired,married,basic.6y,cellular,89,2,59,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,117,1,32,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,188,2,44,93.918,-42.7,no
admin.,single,university.degree,cellular,89,2,31,93.918,-42.7,no
admin.,single,high.school,cellular,455,2,30,93.918,-42.7,no
unemployed,single,university.degree,cellular,65,1,27,93.918,-42.7,no
unemployed,single,university.degree,telephone,27,1,27,93.918,-42.7,no
unemployed,single,university.degree,cellular,272,1,27,93.918,-42.7,no
unemployed,single,university.degree,cellular,120,1,27,93.918,-42.7,no
blue-collar,married,basic.4y,telephone,605,1,32,93.918,-42.7,no
management,married,university.degree,cellular,630,1,40,93.918,-42.7,no
self-employed,single,high.school,cellular,151,2,31,93.918,-42.7,no
technician,married,professional.course,cellular,62,1,39,93.918,-42.7,no
technician,married,professional.course,cellular,90,1,39,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,164,1,23,93.918,-42.7,no
admin.,married,unknown,cellular,599,1,56,93.918,-42.7,no
